Symbols,Price,IsUptrend,AboveMA,Yearly_Profit_20%,Quarterly_Profit_Growth,Revenue_Growth,EPS_Growth,Symptoms_Count
SNV,49.68,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
SONY,20.66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SOR,44.36,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
SPE,14.43,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
SPG,169.26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SPLP,42.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SPNT,14.39,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
SPXX,17,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
SQ,87.64,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2
SQNS,2.85,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SR,65.55,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SRE,85.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SRFM,2.69,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
SSB,98.93,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
STC,68.77,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
STEL,28.47,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
STEW,15.74,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
STK,31.36,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
STR,18.87,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
STT,95.42,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
SUM,50.35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SUPV,14.5,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
SWI,14.28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SXI,191.99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
SYF,64.27,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
T,22.57,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TAC,13.91,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TDS,33.74,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TEO,11.75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TEVA,21.31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TFC,42.55,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
TFSA,23.8677,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
TG,7.72,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TGI,17.57,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TGLS,79.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TGNA,18.13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TGS,27.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
THG,153.49,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
TJX,121.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TKO,143.79,TRUE,TRUE,FALSE,FALSE,FALSE,insufficient,2
TNL,50.97,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TPB,58.65,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TPC,25.33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TPR,62.66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TPZ,19.53,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
TRAK,22.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TRGP,172.53,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TRN,35.38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TRP,45.33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TRTX,8.51,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
TRV,237.71,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
TSLX,20.8,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
TSM,194.64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TSN,58.2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2
TTP,46.69,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
TWLO,106.03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TWN,46.24,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
TXNM,47.71,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
TYG,41.3,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
U,22.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
UA,7.56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UAA,8.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UCB,31.05,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
UDR,42.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UE,21.28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UGI,27.11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UIS,6.76,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UMH,18.52,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UNFI,26.21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UNM,70.96,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
USB,47.41,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
USFD,66.86,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
USM,61.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UVE,20.59,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
UVV,54.45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
UZD,23.33,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
UZE,22.355,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
UZF,22.29,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
VEL,20.42,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
VFC,21.67,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VICI,28.27,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
VIK,43.69,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
VIST,53.92,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VNO,40.03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VRE,16.38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VRT,115.44,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VSCO,42.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VST,136.9785,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VTS,24.11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VVI,42.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
VYX,13.93,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WAB,189.56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WAL,82.86,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
WBS,54.13,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
WCC,175.14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WEC,93.26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WES,38.15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WFC,68.85,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
WHG,15.25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WHR,113.99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WLKP,23.13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WMB,52.57,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WMK,70.23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WMT,93.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WNC,17.1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2
WPP,52.58,TRUE,TRUE,FALSE,q_no_gp,FALSE,cant_fetch,2
WRB,58.03,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
WRBY,24.26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WSM,179.59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WSR,14.25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WT,10.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WTTR,12.45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
WWW,22.45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
XPEV,12.71,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
XPO,145.51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
XYF,7.97,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
YETI,39.63,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
YEXT,6.36,TRUE,TRUE,FALSE,FALSE,FALSE,insufficient,2
YPF,41.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
YSG,4.44,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
YUMC,48.97,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
ZETA,19.07,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
ZTR,5.82,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
ZVIA,3.21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
ACR,15.31,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,TRUE,3
AESI,21.33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
AMC,4.09,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
AMPS,3.47,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
BBAR,16.88,TRUE,TRUE,y_no_gp,q_no_gp,TRUE,FALSE,3
BILL,88.44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
BIRK,57.59,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
BKKT,26.66,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
BMA,95.24,TRUE,TRUE,y_no_gp,q_no_gp,TRUE,FALSE,3
BNT,55.53,TRUE,TRUE,y_no_gp,q_no_gp,TRUE,FALSE,3
BRBR,77.81,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3
BROS,52.32,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
CRS,169.59,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3
CURB,21.64,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
CWAN,27.92,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
DECK,205.28,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3
DV,19.69,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
EB,3.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
ELF,129.09,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
EPRT,30.82,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
FBRT,12.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
GBX,62.14,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3
GFL,45.08,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3
HIPO,25.26,TRUE,TRUE,y_no_gp,q_no_gp,TRUE,FALSE,3
IHG,125.03,TRUE,TRUE,TRUE,q_no_gp,FALSE,cant_fetch,3
LMND,38.1,TRUE,TRUE,y_no_gp,q_no_gp,TRUE,FALSE,3
LSPD,15.42,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
LTH,22.25,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
ML,86.87,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
MTZ,132.07,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
NET,108.58,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
OGE,40.96,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3
OLO,7.64,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
OUST,10.42,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
OWL,23.1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
PAC,180.56,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
PAYC,206.99,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
PCOR,75.48,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
PHR,23.84,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
PL,3.88,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3
PX,12.72,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
RCL,230.76,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3
RDDT,163.72,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
RERE,2.75,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
RYAN,63.15,TRUE,TRUE,y_no_gp,q_no_gp,TRUE,FALSE,3
S,22.33,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
SG,34.73,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
SHOP,107.07,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
SKE,8.9,TRUE,TRUE,FALSE,FALSE,insufficient,TRUE,3
SMR,19.01,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
SMWB,14.07,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3
SNOW,164.21,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
SPIR,12.53,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
TBBB,29.2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3
TS,36.9,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
WEAV,15.61,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3
WELL,123.78,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3
WH,99.71,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3
WHD,56.93,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3
ZIM,18.38,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3
ZK,27.31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
ZWS,37.15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3
ADC,69.44,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
ANET,109.07,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
APO,169.63,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
ARIS,23.91,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
CNK,31.37,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
DESP,14.72,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
DT,53.56,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
GB,6.2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
GENI,8.72,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,4
GRND,16.85,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
HIMS,26.36,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
IDA,109,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,4
IOT,42.67,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
KVYO,42.78,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
LYV,132.19,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
ONON,55.14,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
PAY,32.95,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
SHAK,129.63,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
SMAR,56,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
TOST,35.93,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
UTI,25.42,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
XPOF,13.79,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
YMM,10.92,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4
FOUR,101.26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5
